actor;law;link.law;date;link.statement;V10b;V4;PH;in.gesamt;;
Bundesrechtsanwaltskammer;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_Bundesrechtsanwaltskammer_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=3;19/10348;405;1;0;;
Bundesverband der Deutschen Industrie e.V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_BDI_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=3;19/10348;41;1;0;;
Bundesverband Deutscher Patentanwälte e. V. (BDPA);Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_BDPA_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=3;19/10348;3714;1;0;;
Bundesverband E-Commerce und Versandhandel Deutschland e.V. -;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;13. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02132019_Stellungnahme_behv_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Bundesverband Mediation e.V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_Bundesverband-Mediation_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;3729;1;0;;
Bundesverbandes für Inkasso und Forderungsmanagement e.V. (BfIF);Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;19. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02192019_Stellungnahme_BFI&F_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Bundesvereinigung Kreditankauf und Sen/icing e. V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;07. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02072019_Stellungnahme_BKS_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Deutsche Gesellschaft für Außergerichtliche Streitbeilegung in der Bau- und Immobilienwirtschaft e. V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;12. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02122019_Stellungnahme_DGA-Bau_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Deutscher Industrie- und Handelskammertag;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_DIHK_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;1;1;0;;
Gesamtverband der deutschen Versicherungswirtschaft e. V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;13. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02132019_Stellungnahme_GDV_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Handelsverband Deutschland (HDE) e. V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_HDE_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;115;1;0;;
Interessenverband für das Rechts- und Finanzconsulting deutscher online-Unternehmer e.V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;11. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02112019_Stellungnahme_IDO_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=3;19/10348;NA;1;0;;
Ombudsmann für Versicherungen;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_ombudsmann-Versicherungen_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Schlichtungsstelle Energie;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_Schlichtungsstelle-Energie_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Schlichtungsstelle Nahverkehr;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_Schlichtungsstelle-Nahverkehr_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Verband der Insolvenzverwalter;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_VID_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Verband der Privaten Krankenversicherung;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_PKV_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Verband privater Bauherren;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;04. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02042019_Stellungnahme_VPB_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;3551;1;0;;
Verband unabhängiger Vermögensverwalter Deutschland e.V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_VUV_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;2123;1;0;;
Verbraucherzentrale Bundesverband;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_vzbv_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;154;1;0;;
Zentralverband des deutschen Handwerks;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_Zentralverband-Dt-Handwerk_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Zentrum für Europäischen Verbraucherschutz;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_ZEV_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;5154;1;0;;
Zentrum für Schlichtung e.V.;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;14. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02142019_Stellungnahme_Zentrum-Schlichtung_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;19/10348;NA;1;0;;
Bund der Versicherten e. V. (BdV);Gesetz zur Änderung von Vorschriften zur Durchführung unionsrechtlicher Vorschriften zur Durchsetzung des Verbraucherschutzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VerbraucherschutzDurchsetzungsAenderungsGesetz.html;11. Aug 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/08112014_Stellungnahme_Bund_der_Versicherten_RefE_VerbraucherschutzDurchsetzungsAenderungsGesetz.pdf?__blob=publicationFile&v=1;18/3253;1728;0;0;;
Verbraucherzentrale Bundesverband e. V. (vzbv);Gesetz zur Änderung von Vorschriften zur Durchführung unionsrechtlicher Vorschriften zur Durchsetzung des Verbraucherschutzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VerbraucherschutzDurchsetzungsAenderungsGesetz.html;22. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07222014_Stellungnahme_vzbv_RefE_VerbraucherschutzDurchsetzungsAenderungsGesetz.pdf?__blob=publicationFile&v=1;18/3253;154;0;0;;
AG Verleih (Verband unabhängiger Filmverleiher e.V.);Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;02. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03022017_Stellungnahme_AG_Verleih_RefE_UrhWissG.pdf?__blob=publicationFile&v=4;18/12329;NA;1;0;;
Aktionsbündnisses Urheberrecht für Bildung und Wissenschaft;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02102017_Stellungnahme_AB_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
Albert-Ludwigs-Universität Freiburg;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_uni_freiburg_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
Allianz der deutschen Wissenschaftsorganisationen;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_allianz_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
Allianz deutscher Designer (AGD);Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;23. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02232017_Stellungnahme_AGD_RefE_UrhWissG.pdf?__blob=publicationFile&v=1;18/12329;2562;1;0;;
Arbeitsgemeinschaft der Medienzentren an Hochschulen e.V. (AMH);Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02102017_Stellungnahme_AMH_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
ARD / ZDF;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_ard_zdf_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
bitkom;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bitkom_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
Booktex GmbH;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02102017_Stellungnahme_booktex_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
Börsenverein des Deutschen Buchhandels e.V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_boersenverein_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;486;1;0;;
Bundesverband Bildender Künstlerinnen und Künstler;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_BBK_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;2632;1;0;;
Bundesverband Computerhersteller (BCH) e.V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;25. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bch_RefE_UrhWissG.pdf?__blob=publicationFile&v=3;18/12329;NA;1;0;;
Bundesverband der Deutschen Industrie e.V. (BDI);Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bdi_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;41;1;0;;
Bundesverband professioneller Bildanbieter;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bvpa_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
CIOs der Hochschulen in Bayern sowie die Leitungen der Rechenzentren an Hochschulen in Bayern und des Leibniz-Rechenzentrums der Bayerischen Akademie der Wissenschaften;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;28. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_cio_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
Comenius-Institut;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;21. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02212017_Stellungnahme_comenius_RefE_UrhWissG.pdf?__blob=publicationFile&v=4;18/12329;NA;1;0;;
Deutsche Digital Bibliothek;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;03. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03032017_Stellungnahme_DDB_RefE_UrhWissG.pdf?__blob=publicationFile&v=3;18/12329;NA;1;0;;
Deutsche Gesellschaft für Soziologie (DGS);Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02102017_Stellungnahme_LMU_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;NA;1;0;;
Deutsche Initiative für Netzwerkinformation e. V. (DINI);Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02102017_Stellungnahme_DINI_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;2472;1;0;;
deutsche Ländergruppe der Internationalen Vereinigung der Musikbibliotheken;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;22. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_AIBM_RefE_UrhWissG.pdf?__blob=publicationFile&v=3;18/12329;NA;1;0;;
Deutsche Nationalbibliothek;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;16. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02162017_Stellungnahme_DeutscheNationalbibliothek_RefE_UrhWissG.pdf?__blob=publicationFile&v=3;18/12329;483;1;0;;
Deutsche Orchestervereinigung e.V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_Orchestervereinigung_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;18/12329;3049;1;0;;
