actor;law;link.law;date;link.statement;V10b;V4;PH
Lesben- und Schwulenverband (LSVD);Gesetz zum Internationalen Erbrecht und zur Änderung von Vorschriften zum Erbschein;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Internationales_Erbrecht_Aenderung_Vorschriften_zum_Erbschein.html;14. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04142014_Stellungnahme_LSVD_RefE_IntErbRVG.pdf?__blob=publicationFile&v=1;17/4666 (neu);437;
Lesben- und Schwulenverband (LSVD);Gesetz zur Förderung der Freizügigkeit von EU-Bürgerinnen und -Bürgern sowie zur Neuregelung verschiedener Aspekte des Internationalen Adoptionsrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Freizuegigkeit_EU.html;30. Jun 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/06302018_LSVD_Freizuegigkeit.pdf?__blob=publicationFile&v=1;NA;437;
Lesben- und Schwulenverband (LSVD);Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;13. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04132015_Stellungnahme_LSVD_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=2;18/5901;437;
Lesben- und Schwulenverband (LSVD);Gesetz zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Rehabilitierung_175.html;05. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01052017_Stellungnahme_LSVD_RefE_Rehabilitierung_175.pdf?__blob=publicationFile&v=2;NA;437;
Lesben- und Schwulenverband (LSVD);Gesetz zur Umsetzung der Entscheidung des BVerfG zur Sukzessivadoption durch Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Sukzessivadoption.html;06. Feb 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/02062014_Stellungnahme_LSVD_RefE_Sukzessivadoption.pdf?__blob=publicationFile&v=1;NA;437;
Lesben- und Schwulenverband (LSVD) - Bundesgeschäftsstelle;Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;06. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08062015_Stellungnahme_LSVD_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;437;
Lesben- und Schwulenverband in Deutschland (LSVD);Gesetz zur Reform des Scheinvaterregresses, zur Rückbenennung und zur Änderung des Internationalen Familienrechtsverfahrensgesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Scheinvaterregress.html;20. Jun 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/06202016_Stellungnahme_LSVD_RefE_Scheinvaterregress.pdf?__blob=publicationFile&v=2;NA;437;
Lesben- und Schwulenverband in Deutschland e.V. (LSVD);Gesetz zum Internationalen Güterrecht und zur Änderung von Vorschriften des Internationalen Privatrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/IntG%C3%BCRVG.html;05. Jul 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/070518_Stellungnahme_LSVD_RefE_Intern.Gueterrecht_intern.Privatrecht.pdf?__blob=publicationFile&v=3;17/5125;437;
Marburger Bund-Bundesverband e. V.;Gesetz zur Bekämpfung von Korruption im Gesundheitswesen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption_Gesundheitswesen.html;01. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04012015_Stellungnahme_Marburger_Bund_RefE_Bekaempfung_Korruption_Gesundheitswesen.pdf?__blob=publicationFile&v=2;18/6446;NA;
Marburger Bund Bundesverband;Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;05. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01052017_Stellungnahme_Marburger_Bund_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1;NA;NA;
Marburger Bund Bundesverband;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;11. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03112019_Stellungnahme_MarburgerBund_Fixierungen.pdf?__blob=publicationFile&v=2;NA;NA;
Markenverband;Gesetz zur Umsetzung der Richtlinie (EU) 2015/2436 des Europäischen Parlaments und des Rates vom 16. Dezember 2015 zur Angleichung der Rechtsvorschriften der Mitgliedstaaten über die Marken – Markenrechtsmodernisierungsgesetz (MaMoG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/MaMoG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02242017_Stellungnahme_Markenverband_RefE_MaMoG.pdf?__blob=publicationFile&v=2;NA;1241;
Markenverband, Rechtsanwalt Dr. Alexander Dröge - Leiter Recht & Verbraucherpolitik -;Zweites Gesetz zur Änderung des Gesetzes gegen den unlauteren Wettbewerb;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/2.AendG_UWG.html;01. Nov 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/11012014_Stellungnahme_Markenverband_RefE_2AendG_UWG.pdf?__blob=publicationFile&v=1;NA;NA;
MasterCard Europe Representative Office Germany;Gesetz zur Umsetzung der Zweiten Zahlungsdiensterichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_zivilrechtlicher_Teil_zweite_Zahlungsdiensterichtlinie.html;04. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01042017_Stellungnahme_Mastercard_RefE_Umsetzung_zivilrechtlicher_Teil_zweite_Zahlungsdiensterichtlinie.pdf?__blob=publicationFile&v=2;NA;NA;
Max-Planck-Institut für Innovation und Wettbewerb;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_mpi_RefE_UrhWissG.pdf?__blob=publicationFile&v=6;NA;NA;
Max-Planck-Institut für Innovation und Wettbewerb;Gesetz zur Anpassung patentrechtlicher Vorschriften auf Grund der europäischen Patentreform;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_patentrechtlicher_Vorschriften_nach_euopaeischer_Patentreform.html;06. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04062016_Stellungnahme_Max_Planck_Institut_RefE_Anpassung_patentrechtlicher_Vorschriften_nach_europaeischer_Patentreform.pdf?__blob=publicationFile&v=1;NA;NA;
Max-Planck-Institut für Innovation und Wettbewerb;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;16. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10162018_Stellungnahme_MPI_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;NA;NA;
Max-Planck-Institut für Innovation und Wettbewerb;Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;14. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08142015_Stellungnahme_MPI_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=2;18/7223;NA;
Max-Planck-Institut für Innovation und Wettbewerb;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;23. Jan 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/01232016_Stellungnahme_MaxPlanck_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;
Medibus;Gesetz zur Umsetzung der Marrakesch-Richtlinie über einen verbesserten Zugang zu urheberrechtlich geschützten Werken zugunsten von Menschen mit einer Seh- oder Lesebehinderung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Marrakesch-Richtlinie.html;15. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/051518_Marakesch_Stellungnahme_Medibus.pdf?__blob=publicationFile&v=1;NA;NA;
Mediengruppe RTL;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;18. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12182015_Stellungnahme_RTL_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;5077;
MedienLB;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;21. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02212017_Stellungnahme_MedienLB_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;NA;
Methode Film;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_methodefilm_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;NA;
Mieterbeirat der Landeshauptstadt München;Gesetz zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Daempfung_Mietanstieg_Wohnungsmaerkte_Staerkung_Bestellerprinzip_Wohnungsvermittlung.html;23. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05232014_Stellungnahme_Mieterbeirat_Muenchen_RefE_MietNovG.pdf?__blob=publicationFile&v=2;NA;NA;
Mieterbeirat und Mietervertretung in Berlin;Gesetz zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Daempfung_Mietanstieg_Wohnungsmaerkte_Staerkung_Bestellerprinzip_Wohnungsvermittlung.html;12. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05122014_Stellungnahme_Mieterbeirat_Berlin_RefE_MietNovG.pdf?__blob=publicationFile&v=2;NA;NA;
Migrationsrat Berlin-Brandenburg e.V. (MRBB), Antidiskriminierungsberatung Brandenburg/Opferperspektive e.V., Antidiskriminierungsnetzwerk Berlin des Türkischen Bundes Berlin-Brandenburg e.V. (TBB), Antidiskriminierungsverband Deutschland (advd);Gesetz zur Umsetzung der Richtlinie über die Vergleichbarkeit von Zahlungskontoentgelten, den Wechsel von Zahlungskonten sowie den Zugang zu Zahlungskonten mit grundlegenden Funktionen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Zahlungskonten.html;02. Okt 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/10022015_Gemeinsame_Stellungnahme_MRBB_Opferperspektive_TBB_advd_RefE_Zahlungskonten.pdf?__blob=publicationFile&v=2;18/7204;NA;
Mittelstandsverbund (ZGV);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_ZGV_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=6;NA;NA;
Mittelstandsverbund e. V. (ZGV);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;12. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06122015_Stellungnahme_ZGV_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;NA;
Mittelstandsverbund e. V. (ZGV);Gesetz zur Reform des Bauvertragsrechts und zur Änderung der kaufrechtlichen Mängelhaftung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bauvertragsrecht.html;22. Okt 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/10222015_Stellungnahme_ZGV_RefE_Bauvertragsrecht.pdf?__blob=publicationFile&v=1;NA;NA;
Mitwohnzentrale Franken;Gesetz zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Daempfung_Mietanstieg_Wohnungsmaerkte_Staerkung_Bestellerprinzip_Wohnungsvermittlung.html;22. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05222014_Stellungnahme_Mitwohnzentrale_Franken_RefE_MietNovG.pdf?__blob=publicationFile&v=2;NA;NA;
Motion Picture Association;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_MPA_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;5583;
Music Publishers Forum;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;17. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12172015_Stellungnahme_MusicPublishersForum_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;
Nahverkehr Schlichtungsstelle Niedersachsen und Bremen e. V. (SNUB);Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;23. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01232015_Stellungnahme_SNUB_RefE_Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=2;NA;NA;
Nationale Anti Doping Agentur (NADA);Gesetz zur Bekämpfung von Doping im Sport;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Doping_Sport.html;17. Feb 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/02172015_Stellungnahme_NADA_RefE_AntiDopG.pdf?__blob=publicationFile&v=1;18/4898;3354;
Nebenklage e. V.;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_Nebenklage_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=2;NA;NA;
Netzwerk Compliance e.V.;Gesetz zur Einführung einer zivilprozessualen Musterfeststellungsklage;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Musterfeststellungsklage.html;06. Apr 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/04062018_Stellungnahme_Netzwerk_Compliance_MFK.pdf?__blob=publicationFile&v=2;NA;4822;
Netzwerk für Unternehmensverantwortung (CorA);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;25. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04252016_Stellungnahme_CorA_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;NA;2063;
Netzwerk Steuergerechtigkeit;Vorschlag zur Änderung der Richtlinie 2013/34/EU im Hinblick auf die Offenlegung von Ertragsteuerinformationen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Vorschlag_Richtlinie_EU_Offenlegung_Ertragssteuerinformationen.html;17. Jun 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/06172016_Stellungnahme_Netzwerk_Steuergerechtigkeit_RefE_Ertragssteuerinformation.pdf?__blob=publicationFile&v=3;NA;4968;
Neue Insolvenzverwaltervereinigung Deutschlands e. V. (NIVD);Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;11. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06112015_Stellungnahme_NIVD_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;4824;
Neue Richtervereinigung;Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_NRV_RefE_NetzDG.pdf?__blob=publicationFile&v=2;NA;3356;
Neue Richtervereinigung (NRV);Gesetz zur Änderung des Strafgesetzbuchs – Stärkung des Schutzes von Vollstreckungsbeamten und Rettungskräften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Schutz_Vollstreckungsbeamte_Rettungskraefte.html;01. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02012017_Stellungnahme_NRV_RefE_StGB%20%C3%84ndG%20-%20Vollstreckungsbeamte.pdf?__blob=publicationFile&v=1;NA;3356;
Neue Richtervereinigung (NRV);Gesetz zur effektiveren und praxistauglicheren Ausgestaltung des Strafverfahrens;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_effektiveren_und_praxistauglicheren_Ausgestaltung_des_Strafverfahrens.html;22. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/07222016_Stellungnahme_NRV_RefE_effektive_praxistaugliche_Ausgestaltung_Strafverfahren.pdf?__blob=publicationFile&v=2;NA;3356;
Neue Richtervereinigung (NRV);Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;09. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04092014_Stellungnahme_NRV_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;NA;3356;
Neue Richtervereinigung (NRV), Fachgruppe Strafrecht;Gesetz zur Änderung des Strafgesetzbuches - Umsetzung europäischer Vorgaben zum Sexualstrafrecht;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Strafgesetzbuches_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.html;25. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07252014_Stellungnahme_NRV_RefE_Aenderung_Strafgesetzbuch_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.pdf?__blob=publicationFile&v=1;NA;3356;
Neue Richtervereinigung e. V. (NRV);Gesetz zur Einführung der elektronischen Akte in Strafsachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_elektronische_Akte_Strafsachen.html;05. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01052015_Stellungnahme_NRV_RefE_Elektronische_Akte_in_Strafsachen.pdf?__blob=publicationFile&v=1;NA;3356;
Neue Richtervereinigung e. V. (NRV) - Bundesvorstand -;Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;11. Jan 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/01112016_Stellungnahme_NRV_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;3356;
Neue Richtervereinigung e. V. (NRV) - Fachgruppe Strafrecht;Gesetz zur Änderung des Strafgesetzbuches – Verbesserung des Schutzes der sexuellen Selbstbestimmung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/SchutzSexuelleSelbstbestimmung.html;19. Feb 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/02192016_Stellungnahme_NRV_RefE_Schutz_sexuelle_Selbstbestimmung.pdf?__blob=publicationFile&v=1;NA;3356;
Neue Richtervereinigung e. V. (NRV) - Fachgruppe Strafrecht;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;19. Nov 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/11192014_Stellungnahme_NRV_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;NA;3356;
Neue Richtervereinigung e.V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_NRV_Fixierungen.pdf?__blob=publicationFile&v=1;NA;3356;
Oliver Hinte;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;23. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02102017_Stellungnahme_Oliver_Hinte_RefE_UrhWissG.pdf?__blob=publicationFile&v=4;NA;NA;
Ombudsmann für Versicherungen;Gesetz zur Änderung von Vorschriften über die außergerichtliche Streitbeilegung in Verbrauchersachen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Streitbeilegung_Verbrauchersachen.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02012019_Stellungnahme_ombudsmann-Versicherungen_au%C3%9Fergerichtl-Streitbeilegung-Verbrauchersachen.pdf?__blob=publicationFile&v=2;NA;NA;
Ombudsmann Private Kranken- und Pflegeversicherung, Heinz Lanfermann;Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;22. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01222015_Stellungnahme_Ombudsmann_Private_Krankenversicherung_RefE_Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=1;NA;NA;
Ombudsstelle Geschlossene Fonds e. V.;Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;23. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01232015_Stellungnahme_Ombudsstelle_Geschlossene_Fonds_RefE_Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=1;NA;NA;
